25086,# doc = Rapunzel.2.txt,,,,,,,,,,,,,,,,
25087,# speaker = Ann,,,,,,,,,,,,,,,,
25088,# sent = 1776,,,,,,,,,,,,,,,,
25205,,",",",",PUNCT,,,,,,,,,,PUNCT,,,
25206,,это,ЭТО,SPRO n - nom sg,,," Нет , _это_ я сказала про",о,т,э,,,,SPRO,ЭТО,S n - nom sg,О
25207,,я,Я,SPRO sg 1p - nom,,,"Нет , это _я_ сказала про твою",я,,,,,,SPRO,Я,SPRO sg 1p - nom,Я
25208,,сказала,СКАЗАТЬ,V pf praet sg indic f -,,,", это я _сказала_ про твою интерпретацию",а,л,а,з,а,к,V,СКАЗАТЬ,V pf praet sg indic f -,Ь
25209,,про,ПРО,PR,,,это я сказала _про_ твою интерпретацию .,о,р,п,,,,PR,ПРО,PR,О
25210,,твою,ТВОЙ,APRO - acc sg plen f -,,,я сказала про _твою_ интерпретацию . ,ю,о,в,т,,,APRO,ТВОЙ,A - acc sg plen f -,Й
25211,,интерпретацию,ИНТЕРПРЕТАЦИЯ,S f inan acc sg,,,сказала про твою _интерпретацию_ .  ,ю,и,ц,а,т,е,S,ИНТЕРПРЕТАЦИЯ,S f inan acc sg,Я
25212,,.,.,PUNCT,,,,,,,,,,PUNCT,,,
25213,,,,,,,,,,,,,,,,,
25214,# sent = 1803,,,,,,,,,,,,,,,,
25215,# speaker = Ars,,,,,,,,,,,,,,,,
25216,# sent = 1804,,,,,,,,,,,,,,,,
25217,,Хорошо,ХОРОШО,ADV,,,   _Хорошо_   ,о,ш,о,р,о,х,PART,ХОРОШО,PART,О
25218,,,,,,,,,,,,,,,,,
25219,# sent = 1805,,,,,,,,,,,,,,,,
25220,# speaker = Tody,,,,,,,,,,,,,,,,
25221,# sent = 1806,,,,,,,,,,,,,,,,
25222,,Это,ЭТО,SPRO n - nom sg,,,   _Это_ современная эээ ..,о,т,э,,,,SPRO,ЭТО,S n - nom sg,О
25223,,современная,СОВРЕМЕННЫЙ,A - nom sg plen f -,,,  Это _современная_ эээ .. сов,я,а,н,н,е,м,A,СОВРЕМЕННЫЙ,A - nom sg plen f -,Й
25224,,эээ,ЭЭЭ,NONLEX,,, Это современная _эээ_ .. сов ..,э,э,э,,,,NONLEX,ЭЭЭ,NONLEX,Э
25225,,..,..,PUNCT,,,,,,,,,,PUNCT,,,
25226,,сов,СОВ,NONLEX,слитно,,современная эээ .. _сов_ .. современная интерпретация,в,о,с,,,,S,СОВА,S f anim acc pl,В
25227,,..,..,PUNCT,,,,,,,,,,PUNCT,,,
25228,,современная,СОВРЕМЕННЫЙ,A - nom sg plen f -,,,.. сов .. _современная_ интерпретация такой ста,я,а,н,н,е,м,A,СОВРЕМЕННЫЙ,A - nom sg plen f -,Й
25229,,интерпретация,ИНТЕРПРЕТАЦИЯ,S f inan nom sg,,,сов .. современная _интерпретация_ такой ста ..,я,и,ц,а,т,е,S,ИНТЕРПРЕТАЦИЯ,S f inan nom sg,Я
25230,,такой,ТАКОЙ,APRO - gen sg plen f -,,,.. современная интерпретация _такой_ ста .. старинной,й,о,к,а,т,,APRO,ТАКОЙ,A - gen sg plen f -,Й
25231,,ста,СТА,NONLEX,слитно,,современная интерпретация такой _ста_ .. старинной истории,а,т,с,,,,NONLEX,СТО,NONLEX,А
25232,,..,..,PUNCT,,,,,,,,,,PUNCT,,,
25233,,старинной,СТАРИННЫЙ,A - gen sg plen f -,,,такой ста .. _старинной_ истории . ,й,о,н,н,и,р,A,СТАРИННЫЙ,A - gen sg plen f -,Й
25234,,истории,ИСТОРИЯ,S f inan gen sg,,,ста .. старинной _истории_ .  ,и,и,р,о,т,с,S,ИСТОРИЯ,S f inan gen sg,Я
25235,,.,.,PUNCT,,,,,,,,,,PUNCT,,,
25236,,,,,,,,,,,,,,,,,
25237,# sent = 1807,,,,,,,,,,,,,,,,
25238,,Если,ЕСЛИ,CONJ,,,.   _Если_ раньше был такой,и,л,с,е,,,CONJ,ЕСЛИ,CONJ,И
25239,,раньше,РАНО,ADV comp,,,  Если _раньше_ был такой ..,е,ш,ь,н,а,р,ADV,РАНО,ADV comp,О
25240,,был,БЫТЬ,V ipf praet sg indic m -,,, Если раньше _был_ такой .. такое,л,ы,б,,,,V,БЫТЬ,V ipf praet sg indic m -,Ь
25241,,такой,ТАКОЙ,APRO - loc sg plen f -,,,Если раньше был _такой_ .. такое понимание,й,о,к,а,т,,APRO,ТАКОЙ,A - loc sg plen f -,Й
25242,,..,..,PUNCT,,,,,,,,,,PUNCT,,,
25243,,такое,ТАКОЙ,APRO - nom sg plen n -,,,был такой .. _такое_ понимание о принцессе,е,о,к,а,т,,APRO,ТАКОЙ,A - nom sg plen n -,Й
25244,,понимание,ПОНИМАНИЕ,S n inan nom sg,,,"такой .. такое _понимание_ о принцессе ,",е,и,н,а,м,и,S,ПОНИМАНИЕ,S n inan nom sg,Е
25245,,о,О,PR,,,".. такое понимание _о_ принцессе , как",о,,,,,,PR,О,PR,О
25246,,принцессе,ПРИНЦЕССА,S f anim loc sg,,,"такое понимание о _принцессе_ , как о",е,с,с,е,ц,н,S,ПРИНЦЕССА,S f anim loc sg,А
25247,,",",",",PUNCT,,,,,,,,,,PUNCT,,,
25248,,как,КАК,CONJ,,,"о принцессе , _как_ о беззащитной девчонке",к,а,к,,,,CONJ,КАК,CONJ,К
25249,,о,О,PR,,,"принцессе , как _о_ беззащитной девчонке ,",о,,,,,,PR,О,PR,О
25250,,беззащитной,БЕЗЗАЩИТНЫЙ,A - loc sg plen f -,,,", как о _беззащитной_ девчонке , которую",й,о,н,т,и,щ,A,БЕЗЗАЩИТНЫЙ,A - dat sg plen f -,Й
25251,,девчонке,ДЕВЧОНКА,S f anim loc sg,,,"как о беззащитной _девчонке_ , которую нужно",е,к,н,о,ч,в,S,ДЕВЧОНКА,S f anim dat sg,А
25252,,",",",",PUNCT,,,,,,,,,,PUNCT,,,
25253,,которую,КОТОРЫЙ,APRO - acc sg plen f -,,,"беззащитной девчонке , _которую_ нужно спасти от",ю,у,р,о,т,о,APRO,КОТОРЫЙ,A - acc sg plen f -,Й
25254,,нужно,НУЖНО,PRAEDIC,,,"девчонке , которую _нужно_ спасти от дракона",о,н,ж,у,н,,PRAEDIC,НУЖНО,ADV -,О
25255,,спасти,СПАСТИ,V pf - - inf - -,,,", которую нужно _спасти_ от дракона ,",и,т,с,а,п,с,V,СПАСТИ,V pf - - inf - -,И
25256,,от,ОТ,PR,,,"которую нужно спасти _от_ дракона , и",т,о,,,,,PR,ОТ,PR,Т
25257,,дракона,ДРАКОН,S m anim gen sg,,,"нужно спасти от _дракона_ , и она",а,н,о,к,а,р,S,ДРАКОН,S m anim acc sg,Н
25258,,",",",",PUNCT,,,,,,,,,,PUNCT,,,
25259,,и,И,CONJ,,,"от дракона , _и_ она делает только",и,,,,,,CONJ,И,CONJ,И
25260,,она,ОНА,SPRO sg 3p f nom,,,"дракона , и _она_ делает только то",а,н,о,,,,SPRO,ОНА,SPRO sg 3p f nom,А
25261,,делает,ДЕЛАТЬ,V ipf praes sg indic - 3p,,,", и она _делает_ только то ,",т,е,а,л,е,д,V,ДЕЛАТЬ,V ipf praes sg indic - 3p,Ь
25262,,только,ТОЛЬКО,PART,,,"и она делает _только_ то , что",о,к,ь,л,о,т,PART,ТОЛЬКО,PART,О
25263,,то,ТО,SPRO n - nom sg,,,"она делает только _то_ , что является",о,т,,,,,SPRO,ТО,S n - nom sg,О
25264,,",",",",PUNCT,,,,,,,,,,PUNCT,,,
25265,,что,ЧТО,CONJ,,,"только то , _что_ является красивой ,",о,т,ч,,,,CONJ,ЧТО,CONJ,О
25266,,является,ЯВЛЯТЬСЯ,V ipf praes sg indic - 3p,,,"то , что _является_ красивой , то",я,с,т,е,я,л,V,ЯВЛЯТЬСЯ,V ipf praes sg indic - 3p,Я
25267,,красивой,КРАСИВЫЙ,A - ins sg plen f -,,,", что является _красивой_ , то тут",й,о,в,и,с,а,A,КРАСИВЫЙ,A - ins sg plen f -,Й
25268,,",",",",PUNCT,,,,,,,,,,PUNCT,,,
25269,,то,ТО,CONJ,,,"является красивой , _то_ тут у нас",о,т,,,,,CONJ,ТО,CONJ,О
25270,,тут,ТУТ,ADV -,,,"красивой , то _тут_ у нас такая",т,у,т,,,,ADV,ТУТ,ADV -,Т
25271,,у,У,PR,,,", то тут _у_ нас такая ..",у,,,,,,PR,У,PR,У
25272,,нас,МЫ,SPRO pl 1p - loc,,,то тут у _нас_ такая .. такое,с,а,н,,,,SPRO,МЫ,SPRO pl 1p - loc,Ы
25273,,такая,ТАКОЙ,APRO - nom sg plen f -,,,тут у нас _такая_ .. такое смещение,я,а,к,а,т,,APRO,ТАКОЙ,A - nom sg plen f -,Й
25274,,..,..,PUNCT,,,,,,,,,,PUNCT,,,
25275,,такое,ТАКОЙ,APRO - nom sg plen n -,,,"нас такая .. _такое_ смещение принципов ,",е,о,к,а,т,,APRO,ТАКОЙ,A - nom sg plen n -,Й
25276,,смещение,СМЕЩЕНИЕ,S n inan nom sg,,,"такая .. такое _смещение_ принципов , из-за",е,и,н,е,щ,е,S,СМЕЩЕНИЕ,S n inan nom sg,Е
25277,,принципов,ПРИНЦИП,S m inan gen pl,11,,".. такое смещение _принципов_ , из-за того",в,о,п,и,ц,н,S,ПРИНЦИП,S m inan gen pl,П
25278,,",",",",PUNCT,,,,,,,,,,PUNCT,,,
25279,,из-за,ИЗ-ЗА,PR,,,"смещение принципов , _из-за_ того , что",а,з,-,з,и,,PR,ИЗ-ЗА,PR,А
25280,,того,ТО,SPRO n - gen sg,,,"принципов , из-за _того_ , что сейчас",о,г,о,т,,,SPRO,ТО,S n - gen sg,О
25281,,",",",",PUNCT,,,,,,,,,,PUNCT,,,
25282,,что,ЧТО,CONJ,,,"из-за того , _что_ сейчас у нас",о,т,ч,,,,CONJ,ЧТО,CONJ,О
25283,,сейчас,СЕЙЧАС,ADV -,,,"того , что _сейчас_ у нас очень",с,а,ч,й,е,с,ADV,СЕЙЧАС,ADV -,С
25284,,у,У,PR,,,", что сейчас _у_ нас очень много",у,,,,,,PR,У,PR,У
25285,,нас,МЫ,SPRO pl 1p - gen,,,что сейчас у _нас_ очень много идет,с,а,н,,,,SPRO,МЫ,SPRO pl 1p - loc,Ы
25286,,очень,ОЧЕНЬ,ADV -,,,сейчас у нас _очень_ много идет разговоров,ь,н,е,ч,о,,ADV,ОЧЕНЬ,ADV -,Ь
25287,,много,МНОГО,ADV -,,,у нас очень _много_ идет разговоров о,о,г,о,н,м,,ADV,МНОГО,ADV -,О
25288,,идет,ИДТИ,V ipf praes sg indic - 3p,,,нас очень много _идет_ разговоров о феминизме,т,е,д,и,,,V,ИДТИ,V ipf praes sg indic - 3p,И
25289,,разговоров,РАЗГОВОР,S m inan gen pl,,,"очень много идет _разговоров_ о феминизме ,",в,о,р,о,в,о,S,РАЗГОВОР,S m inan gen pl,Р
25290,,о,О,PR,,,"много идет разговоров _о_ феминизме , о",о,,,,,,PR,О,PR,О
25291,,феминизме,ФЕМИНИЗМ,S m inan loc sg,,,"идет разговоров о _феминизме_ , о том",е,м,з,и,н,и,S,ФЕМИНИЗМ,S m inan loc sg,М
25292,,",",",",PUNCT,,,,,,,,,,PUNCT,,,
25293,,о,О,PR,,,"о феминизме , _о_ том , что",о,,,,,,PR,О,PR,О
25294,,том,ТО,SPRO n - loc sg,,,"феминизме , о _том_ , что женщины",м,о,т,,,,SPRO,ТО,S n - loc sg,О
25295,,",",",",PUNCT,,,,,,,,,,PUNCT,,,
25296,,что,ЧТО,CONJ,,,"о том , _что_ женщины тоже клевые",о,т,ч,,,,CONJ,ЧТО,CONJ,О
25297,,женщины,ЖЕНЩИНА,S f anim nom pl,,,"том , что _женщины_ тоже клевые ,",ы,н,и,щ,н,е,S,ЖЕНЩИНА,S f anim nom pl,А
25298,,тоже,ТОЖЕ,PART,,,", что женщины _тоже_ клевые , и",е,ж,о,т,,,PART,ТОЖЕ,PART,Е
25299,,клевые,КЛЕВЫЙ,A - nom sg plen m -,,,"что женщины тоже _клевые_ , и она",е,ы,в,е,л,к,A,КЛЕВЫЙ,A - nom sg plen m -,Й
25300,,",",",",PUNCT,,,,,,,,,,PUNCT,,,
25301,,и,И,CONJ,,,"тоже клевые , _и_ она уже там",и,,,,,,CONJ,И,CONJ,И
25302,,она,ОНА,SPRO sg 3p f nom,,,"клевые , и _она_ уже там сама",а,н,о,,,,SPRO,ОНА,SPRO sg 3p f nom,А
25303,,уже,УЖЕ,ADV -,,,", и она _уже_ там сама типа",е,ж,у,,,,ADV,УЖЕ,ADV -,Е
25304,,там,ТАМ,ADV -,,,и она уже _там_ сама типа все,м,а,т,,,,ADV,ТАМ,ADV -,М
25305,,сама,САМ,A - nom sg plen f -,,,она уже там _сама_ типа все совершает,а,м,а,с,,,A,САМ,A - nom sg plen f -,М
25306,,типа,ТИПА,PART,,,уже там сама _типа_ все совершает .,а,п,и,т,,,PART,ТИПА,PART,А
25307,,все,ВСЕ,S - - acc pl,,,там сама типа _все_ совершает . ,е,с,в,,,,S,ВСЕ,S - - acc pl,Е
25308,,совершает,СОВЕРШАТЬ,V ipf praes sg indic - 3p,,,сама типа все _совершает_ .  ,т,е,а,ш,р,е,V,СОВЕРШАТЬ,V ipf praes sg indic - 3p,Ь
25309,,.,.,PUNCT,,,,,,,,,,PUNCT,,,
25310,,,,,,,,,,,,,,,,,
25311,# sent = 1808,,,,,,,,,,,,,,,,
25312,,У,У,PR,,,.   _У_ нее есть мечта,у,,,,,,PR,У,PR,У
25313,,нее,ОНА,SPRO sg 3p f gen,,,  У _нее_ есть мечта .,е,е,н,,,,SPRO,ОНА,SPRO sg 3p f acc,А
25314,,есть,БЫТЬ,V ipf praes sg indic - 3p,,, У нее _есть_ мечта . ,ь,т,с,е,,,V,БЫТЬ,V ipf praes sg indic - 3p,Ь
25315,,мечта,МЕЧТА,S f inan nom sg,,,У нее есть _мечта_ .  поет,а,т,ч,е,м,,S,МЕЧТА,S f inan nom sg,А
25316,,.,.,PUNCT,,,,,,,,,,PUNCT,,,
25317,"<span class=""note"">",,,,,,,,,,,,,,,,
25318,<note>,поет,,,,,,,,,,,,,,,
25319,</span>,,,,,,,,,,,,,,,,
25320,,Ведь,ВЕДЬ,PART,,, поет  _Ведь_ в глубине мечты,ь,д,е,в,,,PART,ВЕДЬ,PART,Ь
25321,,в,В,PR,,,поет  Ведь _в_ глубине мечты живет,в,,,,,,PR,В,PR,В
25322,,глубине,ГЛУБИНА,S f inan loc sg,,, Ведь в _глубине_ мечты живет мечта,е,н,и,б,у,л,S,ГЛУБИНА,S f inan loc sg,А
25323,,мечты,МЕЧТА,S f inan gen sg,,,Ведь в глубине _мечты_ живет мечта .,ы,т,ч,е,м,,S,МЕЧТА,S f inan gen sg,А
25324,,живет,ЖИТЬ,V ipf praes sg indic - 3p,,,в глубине мечты _живет_ мечта . ,т,е,в,и,ж,,V,ЖИТЬ,V ipf praes sg indic - 3p,Ь
25325,,мечта,МЕЧТА,S f inan nom sg,,,глубине мечты живет _мечта_ .  ,а,т,ч,е,м,,S,МЕЧТА,S f inan nom sg,А
25326,,.,.,PUNCT,,,,,,,,,,PUNCT,,,
25327,,,,,,,,,,,,,,,,,
25328,# sent = 1809,,,,,,,,,,,,,,,,
25329,,Помнишь,ПОМНИТЬ,V ipf praes sg indic - 2p,,,.   _Помнишь_ эту песню ?,ь,ш,и,н,м,о,V,ПОМНИТЬ,V ipf praes sg indic - 2p,Ь
25330,,эту,ЭТОТ,APRO - acc sg plen f -,,,  Помнишь _эту_ песню ? ,у,т,э,,,,APRO,ЭТОТ,A - acc sg plen f -,Т
25331,,песню,ПЕСНЯ,S f inan acc sg,,, Помнишь эту _песню_ ?  ,ю,н,с,е,п,,S,ПЕСНЯ,S f inan acc sg,Я
25332,,?,?,PUNCT,,,,,,,,,,PUNCT,,,
25333,,,,,,,,,,,,,,,,,
25334,# sent = 1810,,,,,,,,,,,,,,,,
25335,# speaker = Ars,,,,,,,,,,,,,,,,
25336,# sent = 1811,,,,,,,,,,,,,,,,
25337,,Да,ДА,CONJ,,,"   _Да_ , я помню",а,д,,,,,CONJ,ДА,CONJ,А
25338,,",",",",PUNCT,,,,,,,,,,PUNCT,,,
25339,,я,Я,SPRO sg 1p - nom,,," Да , _я_ помню . ",я,,,,,,SPRO,Я,SPRO sg 1p - nom,Я
25340,,помню,ПОМНИТЬ,V ipf praes sg indic - 1p,,,"Да , я _помню_ .  ",ю,н,м,о,п,,V,ПОМНИТЬ,V ipf praes sg indic - 1p,Ь
25341,,.,.,PUNCT,,,,,,,,,,PUNCT,,,
25342,,,,,,,,,,,,,,,,,
25343,# sent = 1812,,,,,,,,,,,,,,,,
25344,# speaker = Tody,,,,,,,,,,,,,,,,
